society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
zara aavaas,0.2,sector 104,6644.0,1,2,2,3.0,New Property,flat,334.0,0,0,0,0,0,0,67
eldeco accolade,1.3,sohna road,7424.0,3,3,3+,10.0,Relatively New,flat,1509.0,0,0,0,0,0,0,49
indiabulls enigma,3.45,sector 110,10147.0,4,4,3,9.0,Moderately Old,flat,3077.0,0,1,0,0,0,2,125
tulip petals,1.55,sector 89,10000.0,3,2,3,6.0,Moderately Old,flat,1403.0,0,0,1,0,0,2,111
godrej nature plus,1.1,sector 33,7971.0,2,2,2,14.0,Under Construction,flat,1533.0,0,0,0,0,0,0,56
experion windchants,3.65,sector 112,11428.0,3,5,2,3.0,Relatively New,flat,2800.0,0,1,0,0,0,0,72
tulip violet,1.4,sector 69,9102.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,0,0,2,157
independent,0.49,sohna road road,4261.0,2,2,1,3.0,New Property,house,1150.0,0,0,0,0,0,0,0
dlf city plots phase 2,10.5,sector 25,29022.0,4,4,2,2.0,Old Property,house,3618.0,0,1,0,1,0,2,91
om appartments,0.4,sector 3 phase 2,4444.0,3,2,1,3.0,Relatively New,flat,1000.0,0,0,0,0,0,0,7
pyramid elite,0.45,sector 86,7846.0,2,2,1,12.0,Under Construction,flat,637.0,0,0,0,0,0,0,30
mvn athens,0.25,sohna road,5198.0,2,2,0,0.0,Relatively New,flat,481.0,0,0,0,0,0,0,37
dlf regal gardens,1.78,sector 90,8036.0,4,4,3+,8.0,Relatively New,flat,2000.0,0,0,0,0,0,0,126
m3m woodshire,0.9,sector 107,6588.0,2,2,3+,14.0,New Property,flat,1236.0,0,0,0,0,0,0,67
shree vardhman victoria,1.64,sector 70,8384.0,3,5,3,3.0,Relatively New,flat,1527.0,0,1,0,0,0,0,51
ss hibiscus,12.5,sector 50,40850.0,4,4,3+,2.0,Relatively New,house,3060.0,1,1,0,0,0,1,160
m3m merlin,3.4,sector 67,14418.0,3,4,3,17.0,Relatively New,flat,2134.0,0,1,0,0,0,2,174
corona optus,1.44,sector 37c,7250.0,3,3,3+,8.0,New Property,flat,2211.0,0,1,0,0,0,0,37
ambience creacions,1.99,sector 22,15546.0,2,2,2,9.0,New Property,flat,1285.0,0,0,0,0,0,0,49
independent,0.35,sector 9,9722.0,2,2,1,2.0,Old Property,house,360.0,0,0,0,0,0,0,0
tulip violet,1.3,sector 69,8445.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,1,0,2,94
godrej nature plus,1.5,sector 33,10200.0,2,2,3+,2.0,Under Construction,flat,1539.0,0,0,0,0,0,0,87
eldeco mansionz,4.95,sector 48,20599.0,7,7,3+,2.0,Old Property,house,2403.0,1,1,1,1,0,2,145
vatika independent floors,1.45,sector 82,8056.0,4,3,0,1.0,Relatively New,flat,1800.0,0,0,0,0,0,0,50
ramsons kshitij,0.45,sector 95,4591.0,2,2,1,2.0,Relatively New,flat,887.0,1,0,0,0,0,0,89
dlf belvedere towers,3.7,sector 25,17619.0,4,4,3,18.0,Old Property,flat,2333.0,0,1,0,0,0,2,26
tulip violet,1.32,sector 69,8411.0,3,3,1,12.0,Relatively New,flat,1419.0,0,0,0,1,0,0,86
dlf the primus,1.85,sector 82a,10283.0,3,3,3+,2.0,Relatively New,flat,1668.0,0,0,0,0,0,2,44
experion the heartsong,0.93,sector 108,6079.0,2,3,3,10.0,Relatively New,flat,1161.0,0,0,0,0,0,0,81
independent,1.45,sector 24,2984.0,3,3,1,2.0,Old Property,house,540.0,0,0,0,0,0,0,9
eldeco accolade,0.78,sohna road,5422.0,2,2,2,7.0,Relatively New,flat,1319.0,1,0,0,0,0,2,137
dlf the ultima,2.26,sector 81,10761.0,3,4,3+,17.0,New Property,flat,1900.0,0,1,0,0,0,1,174
ild grand,0.66,sector 37c,5038.0,2,2,3+,14.0,Relatively New,flat,1310.0,0,0,0,0,0,0,60
breez global heights,0.42,sohna road,6420.0,2,2,2,2.0,New Property,flat,564.0,0,0,0,0,0,0,73
aipl zen residences,1.25,sector 70a,9904.0,2,2,3,19.0,Relatively New,flat,1402.0,0,0,0,0,0,0,0
emaar mgf the palm drive,3.45,sector 66,15681.0,3,4,3,6.0,Relatively New,flat,2000.0,0,1,0,0,0,2,95
bptp terra,1.75,sector 37d,7987.0,4,4,3,7.0,Relatively New,flat,2100.0,0,0,0,0,1,2,120
emaar palm gardens,1.73,sector 83,9105.0,3,3,3,5.0,Relatively New,flat,1600.0,0,1,0,0,0,2,174
mapsko paradise,0.95,sector 83,6300.0,3,3,3,1.0,Moderately Old,flat,1489.0,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,1.41,sector 102,10307.0,2,2,3,0.0,Relatively New,flat,1238.0,0,0,0,0,1,0,49
independent,2.99,sector 56,20635.0,4,4,2,2.0,Moderately Old,house,1449.0,1,1,0,1,0,2,49
dlf the skycourt,1.55,sector 86,8031.0,3,3,1,12.0,Relatively New,flat,1900.0,0,0,0,1,0,2,153
mapsko mount ville,1.4,sector 79,9395.0,3,3,3,2.0,New Property,flat,1656.0,0,0,0,0,0,2,112
m3m merlin,3.4,sector 67,14418.0,3,4,3,15.0,Relatively New,flat,2123.0,0,1,0,0,0,2,110
assotech blith,1.9,sector 99,6702.0,4,4,3+,2.0,New Property,flat,2835.0,0,0,0,0,0,0,51
international city by sobha phase 2,8.48,sector 109,23556.0,4,6,3+,3.0,New Property,house,3600.0,1,1,1,1,0,0,153
eldeco accolade,1.1,sohna road,7549.0,3,2,3,13.0,Relatively New,flat,1319.0,0,0,0,0,0,0,56
shapoorji pallonji joyville gurugram,2.04,sector 102,14068.0,3,3,3+,1.0,Relatively New,flat,1644.0,0,0,0,0,0,0,72
tulip violet,1.9,sector 69,9452.0,4,4,2,6.0,Relatively New,flat,1743.0,0,0,1,0,0,0,174
essel tower,2.2,sector 28,12500.0,3,4,3+,3.0,Moderately Old,flat,1956.0,0,1,0,0,0,1,0
ansal maple crescent,1.35,sector 43,10037.0,3,3,3,2.0,Old Property,flat,1320.0,0,0,0,0,1,2,93
mapsko royale ville,1.22,sector 82,7176.0,3,5,3+,10.0,Relatively New,flat,2000.0,0,1,0,1,0,2,76
apex our homes,0.33,sector 37c,3567.0,2,2,1,3.0,Relatively New,flat,850.0,0,0,0,0,0,2,158
godrej nature plus,1.31,sector 33,15982.0,2,2,2,4.0,Under Construction,flat,85.0,0,0,0,0,0,0,92
m3m woodshire,0.75,sector 107,5490.0,2,2,3+,14.0,Relatively New,flat,1201.0,0,0,0,1,0,0,174
emaar digihomes,2.15,sector 62,14257.0,2,2,3,31.0,Under Construction,flat,1676.0,0,0,0,0,0,0,101
pyramid urban,0.53,sector 67a,8967.0,2,2,1,6.0,Relatively New,flat,657.0,0,0,0,0,1,2,49
puri diplomatic greens,2.65,sector 111,11963.0,3,4,3+,19.0,Relatively New,flat,2005.0,1,1,1,1,0,2,65
international city by sobha phase 2,9.4,sector 109,26111.0,5,6,3+,2.0,Relatively New,house,3600.0,1,1,1,1,0,2,147
bptp terra,1.72,sector 37d,9497.0,3,3,3,9.0,Relatively New,flat,1373.0,1,0,0,0,0,2,24
sbtl caladium,1.26,sector 109,6542.0,3,2,3,8.0,Relatively New,flat,1701.0,0,0,0,0,0,0,103
tarc maceo,1.9,sector 91,6975.0,4,4,3,9.0,Relatively New,flat,2465.0,0,1,0,0,0,0,120
ansal api esencia,1.85,sector 67,8222.0,3,3,3,1.0,Moderately Old,house,278.0,0,0,0,0,0,0,49
ramprastha the atrium,0.9,sector 37d,6225.0,3,3,2,13.0,Relatively New,flat,1185.0,0,0,0,0,0,1,37
m3m merlin,2.9,sector 67,14167.0,3,3,3,0.0,Relatively New,flat,2047.01,0,0,0,0,1,2,49
dlf 76,4.0,new,11428.0,4,4,2,4.0,Under Construction,flat,3889.0,1,1,0,0,0,2,101
independent,4.35,sector 25,32222.0,5,4,3,3.0,Old Property,house,1350.0,0,1,0,0,0,0,49
independent,1.8,sector 39,21871.0,1,1,2,3.0,Relatively New,house,800.0,0,0,0,0,0,0,0
independent,0.6,sector 9,10753.0,2,2,1,1.0,Moderately Old,house,558.0,0,0,0,0,0,0,8
signature andour heights,0.39,sector 71,9846.0,1,1,2,1.0,New Property,flat,294.0,0,0,0,0,0,0,0
bestech spa signature,4.45,sector 81,10595.0,4,4,3+,8.0,Relatively New,flat,3850.0,1,1,0,1,1,2,49
indiabulls centrum park,2.2,sector 103,7652.0,4,6,3+,4.0,Relatively New,flat,2602.0,0,1,0,0,0,2,108
bhagwati sadan,1.15,sector 12,5500.0,3,4,2,2.0,Old Property,flat,2000.0,0,1,0,0,1,0,0
independent,3.71,sector 12,19818.0,3,3,1,4.0,Moderately Old,house,1872.0,0,0,0,1,0,0,0
emaar mgf the palm drive,3.0,sector 66,15384.0,3,3,2,12.0,Relatively New,flat,1950.08,0,1,0,0,0,0,96
independent,8.0,sector 56,9654.0,10,10,3+,4.0,Relatively New,house,8286.0,1,1,0,1,0,1,107
ats triumph,1.85,sector 104,8078.0,3,3,3+,24.0,Relatively New,flat,2072.0,0,1,0,0,0,0,174
independent,8.0,sector 38,25616.0,10,10,3+,1.0,Relatively New,house,3123.0,0,0,0,0,0,0,0
independent,0.9,sector 7,10000.0,2,4,3,3.0,Old Property,house,900.0,0,1,0,0,1,2,44
huda ashok vihar phase,0.43,sector 4,6615.0,2,2,1,2.0,Relatively New,flat,722.0,0,0,0,0,0,0,7
m3m woodshire,0.8,sector 107,5856.0,2,2,3+,6.0,Relatively New,flat,1204.0,0,0,0,1,0,2,174
unitech uniworld resorts,9.55,sector 33,19293.0,6,7,3+,2.0,Relatively New,house,4950.0,1,1,1,1,0,2,126
aipl the peaceful homes,2.6,sector 70a,12009.0,3,2,2,12.0,Moderately Old,flat,2406.0,0,1,0,0,0,0,52
unitech nirvana birch court,6.8,sector 50,31481.0,4,4,3+,2.0,Old Property,house,2160.0,1,1,0,1,0,0,105
godrej oasis,1.19,sector 88a,10162.0,2,2,3,15.0,Relatively New,flat,1387.0,1,0,0,1,0,2,174
bestech park view residency,0.98,sector 2,6961.0,2,2,3,0.0,Moderately Old,flat,1281.0,0,0,0,0,0,0,85
godrej nature plus,1.67,sector 33,10500.0,3,2,2,18.0,Under Construction,flat,1857.0,0,0,0,0,0,0,67
ild grand,1.35,sector 37c,7142.0,3,3,0,1.0,New Property,flat,1820.0,0,0,0,0,0,0,60
ss the leaf,1.3,sector 85,7926.0,2,2,2,17.0,New Property,flat,1484.0,0,0,0,0,0,0,90
sare crescent parc,0.87,sector 92,4971.0,4,4,2,2.0,Moderately Old,flat,1584.0,0,0,1,0,0,1,115
raheja vedas,2.15,sector 108,4134.0,3,4,3+,12.0,Relatively New,flat,4600.0,1,0,0,0,0,0,0
m3m merlin,4.5,sector 67,14267.0,4,4,3+,15.0,Relatively New,flat,2854.0,0,1,0,0,0,2,158
ss the leaf,1.2,sector 85,7317.0,2,2,3+,14.0,Relatively New,flat,1380.0,0,0,1,0,0,0,141
dlf city plots phase 2,4.5,sector 25,33333.0,5,3,2,3.0,Old Property,house,1350.0,0,0,1,1,0,0,25
emaar mgf emerald floors premier,2.85,sector 65,14430.0,4,4,3+,0.0,Relatively New,flat,1975.05,1,1,0,0,0,2,151
independent,0.45,sector 13,4808.0,1,1,0,1.0,Old Property,house,936.0,0,0,0,0,0,0,0
dlf the ultima,2.3,sector 81,14603.0,3,4,3+,27.0,Relatively New,flat,1825.0,0,1,0,0,0,2,119
m3m woodshire,1.02,sector 107,6649.0,2,2,3,6.0,Relatively New,flat,1388.0,1,0,0,0,0,0,112
independent,3.3,sector 4,14667.0,3,3,2,1.0,Old Property,house,2250.0,0,0,0,0,0,0,34
m3m woodshire,1.49,sector 107,6310.0,3,4,3+,5.0,Relatively New,flat,2137.0,0,1,1,0,0,2,174
ireo victory valley,4.55,sector 67,14536.0,4,4,3+,19.0,Relatively New,flat,2833.0,0,1,0,0,0,2,156
unitech uniworld resorts,9.5,sector 33,23336.0,5,7,3+,2.0,Under Construction,house,4071.0,1,1,1,1,0,0,57
dlf the skycourt,1.55,sector 86,8035.0,3,3,3+,12.0,Relatively New,flat,1500.0,0,0,0,0,1,1,166
suposhaa smartworld orchard,2.25,sector 61,14525.0,3,3,2,3.0,Under Construction,flat,1721.0,0,0,0,0,0,0,0
krrish florence estate,1.25,sector 70,6703.0,3,3,3,18.0,Under Construction,flat,1688.0,0,0,0,0,0,0,51
ramprastha primera,1.2,sector 37d,13333.0,3,3,3,5.0,Relatively New,flat,1000.0,0,0,1,0,0,0,50
whiteland blissville,1.9,sector 76,11363.0,3,3,2,0.0,Under Construction,flat,1513.0,0,0,0,0,0,0,61
vatika gurgaon,1.42,sector 83,8875.0,4,4,3,7.0,Relatively New,flat,2000.0,1,1,0,0,0,0,103
godrej nature plus,1.5,sector 33,9677.0,3,3,3,6.0,Under Construction,flat,1403.0,1,0,0,0,0,0,72
umang monsoon breeze,1.15,sector 37,5284.0,3,3,3,9.0,Moderately Old,flat,1969.0,0,1,0,0,1,0,22
park view apartment,1.74,sector 56,7565.0,3,3,3+,2.0,Old Property,flat,2400.0,0,1,0,1,0,2,104
godrej,1.41,sector 79,9000.0,2,2,3,3.0,New Property,flat,1747.0,1,0,0,0,0,0,104
vatika inxt floors,0.75,sector 82a,7500.0,2,2,2,1.0,Relatively New,flat,1000.0,0,0,0,0,0,0,0
dlf the ultima,2.25,sector 81,10553.0,3,3,3+,15.0,Relatively New,flat,1929.0,0,1,0,0,0,1,165
sidhartha ncr one phase,0.6,sector 95,4800.0,2,2,3,10.0,New Property,flat,1250.0,0,0,0,0,0,0,0
sare crescent parc,0.82,sector 92,5384.0,3,3,3+,12.0,Relatively New,flat,1523.0,0,0,0,0,0,0,0
silverglades the melia,0.75,sohna road,5555.0,2,2,2,4.0,Moderately Old,flat,1350.0,0,0,0,0,0,0,70
m3m merlin,2.65,sector 67,12945.0,3,3,3,0.0,Relatively New,flat,2047.12,0,0,0,0,1,2,174
piedmont taksila heights,1.05,sector 37c,4792.0,3,3,3,7.0,Relatively New,flat,1738.0,0,0,0,0,0,2,81
the lions cghs,2.09,sector 56,8708.0,4,4,3+,7.0,Relatively New,flat,2300.0,0,0,0,0,1,2,125
chd avenue,1.4,sector 71,7945.0,3,3,2,1.0,Moderately Old,flat,1958.0,0,0,0,1,0,2,125
independent,4.7,sector 57,21759.0,3,3,2,2.0,Old Property,house,2160.0,0,1,0,0,1,0,43
unitech sunbreeze,0.75,sector 69,6849.0,2,2,2,4.0,Under Construction,flat,991.0,0,0,0,0,0,0,0
gls avenue 51,0.39,sector 92,6077.0,3,3,3+,6.0,Relatively New,flat,713.0,0,0,0,0,0,0,104
ats triumph,2.78,sector 104,8825.0,4,4,3+,11.0,Relatively New,flat,2851.0,0,1,0,0,0,0,110
independent,2.25,sector 7,16892.0,5,3,0,2.0,Old Property,house,148.0,0,0,0,0,0,0,0
hcbs sports ville,0.35,sector 2,4375.0,2,2,2,8.0,Relatively New,flat,800.0,0,0,0,0,0,0,37
spaze privy,1.9,sector 72,9620.0,3,3,3,10.0,Relatively New,flat,1975.0,0,0,0,0,0,0,0
bestech spa signature,4.4,sector 81,12571.0,4,4,3+,6.0,New Property,flat,3700.0,1,1,0,1,1,1,49
sare crescent parc,1.0,sector 92,5128.0,4,3,2,1.0,Relatively New,flat,2167.0,0,0,0,0,0,0,49
ansals palam vihar,5.7,sector 2,14729.0,5,5,2,2.0,Old Property,house,4550.0,0,0,0,1,0,1,94
international city by sobha phase 1,6.15,sector 109,27333.0,5,5,3+,3.0,Relatively New,house,2250.0,0,1,1,1,0,2,130
independent,6.46,sector 14,18889.0,5,5,2,3.0,Moderately Old,house,3420.0,1,1,0,1,0,2,27
shree vardhman flora,0.66,sector 90,5076.0,2,2,3,4.0,Relatively New,flat,1122.0,1,0,0,0,0,0,119
unitech espace,11.29,sector 50,34846.0,5,5,3+,2.0,Moderately Old,house,3240.0,1,0,0,1,0,0,21
dlf new town heights,1.65,sector 90,6979.0,4,4,3+,15.0,Moderately Old,flat,2139.0,0,1,0,0,0,2,137
godrej summit,0.85,sector 104,6896.0,2,2,3,12.0,Relatively New,flat,1611.0,1,0,0,0,1,0,61
earth copia,0.7,sector 112,4673.0,2,2,2,4.0,Relatively New,flat,1498.0,0,0,0,0,0,0,65
apartment,0.75,sector 92,4687.0,3,4,3,2.0,Moderately Old,flat,1778.0,1,0,0,0,0,0,113
unitech uniworld resorts,9.5,sector 33,19333.0,6,6,3+,3.0,Moderately Old,house,4914.0,0,0,0,0,0,2,40
conscient elevate,4.25,sector 59,18518.0,3,4,3,3.0,Under Construction,flat,2077.0,0,0,0,0,0,0,0
sare crescent parc,0.7,sector 92,5556.0,3,3,2,14.0,Under Construction,flat,140.0,0,0,0,0,0,0,38
zara aavaas,0.26,sector 104,7807.0,1,1,2,0.0,Relatively New,flat,301.0,0,0,0,0,0,0,91
shree vardhman victoria,1.55,sector 70,7948.0,3,5,3,8.0,Relatively New,flat,1527.0,0,1,0,0,0,0,174
ild greens,0.9,sector 37c,5614.0,3,3,3,0.0,Under Construction,flat,1500.0,0,0,0,0,0,0,66
tulip purple,2.6,sector 69,10833.0,4,4,3+,4.0,Moderately Old,flat,2172.0,0,1,0,0,0,0,37
vatika the seven lamps,0.85,sector 82,5979.0,2,2,2,9.0,Relatively New,flat,1294.0,1,0,0,0,0,0,117
ardee city,1.5,sector 52,9146.0,4,4,3,3.0,Old Property,flat,1484.0,0,0,0,0,0,0,65
bestech park view residency,1.4,sector 2,7865.0,3,3,3+,8.0,Moderately Old,flat,1611.0,0,0,0,0,0,0,92
vatika gurgaon,1.12,sector 83,6455.0,3,3,2,17.0,Moderately Old,flat,1500.0,0,0,0,0,0,2,111
pyramid urban homes 2,0.5,sector 86,9615.0,2,2,1,10.0,Relatively New,flat,578.0,0,0,0,0,0,0,15
tulip yellow,1.8,sector 69,10563.0,3,3,3,14.0,Under Construction,flat,1893.0,0,0,0,0,0,0,49
ss the leaf,1.15,sector 85,10017.0,2,2,3+,18.0,Relatively New,flat,1380.0,0,0,1,0,0,0,156
pivotal devaan,0.34,sector 84,7039.0,2,2,1,1.0,Relatively New,flat,537.0,0,0,1,0,0,2,84
lavanya apartments,0.9,sector 81,5056.0,3,3,0,7.0,Relatively New,flat,1780.0,0,0,0,0,0,0,0
ansal heights 86,1.3,sector 86,4666.0,4,6,2,11.0,New Property,flat,2521.0,0,1,0,0,1,0,86
tulip orange,1.1,sector 70,8148.0,3,2,2,5.0,Relatively New,flat,1350.0,0,0,0,0,0,0,0
independent,1.0,sector 2,8230.0,3,7,3+,3.0,Moderately Old,house,1215.0,0,0,0,1,0,0,0
independent,9.9,sector 25,29333.0,5,5,2,2.0,Moderately Old,house,3375.0,0,0,0,1,0,2,106
tulip monsella,5.6,sector 53,19363.0,3,3,3+,1.0,Under Construction,flat,2617.0,0,0,0,0,0,0,42
unitech uniworld gardens,2.15,sector 47,10306.0,3,4,3+,10.0,Moderately Old,flat,1950.0,0,1,0,0,0,0,49
vatika the seven lamps,0.78,sector 82,5932.0,2,2,2,0.0,Relatively New,flat,1175.0,0,0,0,0,0,2,103
ardee city,2.25,sector 52,16071.0,3,3,3,4.0,New Property,house,1800.0,0,1,0,0,0,2,22
ireo the grand arch,3.83,sector 58,21577.0,3,4,2,10.0,Relatively New,flat,2000.0,1,1,0,0,0,2,174
m3m soulitude,1.33,sector 89,16985.0,3,3,3,4.0,Under Construction,flat,1423.0,1,0,0,0,0,0,125
bestech altura,2.69,sector 79,12500.0,3,4,3+,3.0,New Property,flat,2152.0,0,1,0,0,0,0,49
independent,4.25,sector 41,26235.0,2,9,3+,4.0,Moderately Old,house,1620.0,1,1,0,0,0,2,36
ansals duplex flat,0.95,sector 2,7307.0,2,3,2,1.0,Old Property,flat,1444.0,1,0,0,0,0,2,20
dlf regal gardens,1.29,sector 90,7103.0,3,3,3+,12.0,Relatively New,flat,1817.0,0,1,0,0,0,0,152
aipl the peaceful homes,2.5,sector 70a,11627.0,3,3,3+,15.0,Relatively New,flat,1723.0,0,0,0,0,1,2,174
ats triumph,1.75,sector 104,7641.0,3,4,3+,12.0,Relatively New,flat,2036.0,1,1,0,1,1,2,21
godrej summit,0.82,sector 104,9854.0,2,2,3,12.0,Relatively New,flat,86.0,1,0,0,0,0,0,120
ss the coralwood,1.01,sector 84,5771.0,3,3,2,18.0,Relatively New,flat,1475.0,0,0,0,0,0,0,40
ss the leaf,1.04,sector 85,5973.0,2,3,3+,4.0,Relatively New,flat,1576.0,0,0,1,0,0,0,113
independent,1.35,sector 7,4545.0,4,5,0,3.0,Old Property,house,330.0,0,0,0,0,0,0,0
m3m woodshire,1.7,sector 107,6141.0,4,5,3+,9.0,Relatively New,flat,2505.0,0,1,0,0,0,0,79
sobha city,3.25,sector 108,15685.0,3,3,3,12.0,Relatively New,flat,2072.04,0,0,0,0,0,0,99
dlf ridgewood estate,2.0,sector 28,14598.0,3,3,1,12.0,Old Property,flat,1240.0,0,0,0,0,0,2,96
independent,0.65,sector 105,9028.0,3,2,1,1.0,Relatively New,house,720.0,0,0,0,1,1,0,14
pyramid urban homes 2,0.43,sector 86,8582.0,2,2,1,6.0,New Property,flat,557.0,1,0,0,0,0,0,92
smart world gems,1.71,sector 89,12000.0,3,2,0,3.0,New Property,flat,1423.0,0,0,0,0,0,0,45
independent,1.52,sector 17a,19869.0,2,2,1,1.0,Old Property,house,105.0,0,0,0,0,0,0,22
independent,2.55,sector 43,13178.0,3,3,2,3.0,Relatively New,house,1935.0,0,0,0,0,0,2,60
experion the heartsong,0.98,sector 108,13343.0,2,3,3,4.0,Relatively New,flat,978.23,1,0,0,0,0,0,135
suncity township,25.0,sector 54,31110.0,4,4,3+,2.0,Moderately Old,house,8036.0,1,1,1,1,0,0,0
uphaar residency 2,0.42,sector 105,5600.0,3,2,1,0.0,Moderately Old,flat,833.0,0,0,0,0,1,0,7
signature global the millennia 3,0.45,sector 37d,7627.0,2,3,2,8.0,Under Construction,flat,656.0,0,0,0,0,0,0,8
dlf garden city floors,1.7,sector 92,8588.0,3,4,2,1.0,Under Construction,flat,1475.0,0,0,0,0,0,0,63
paras dews,0.97,sector 106,8818.0,2,2,3,6.0,New Property,flat,1200.0,0,0,0,1,0,2,174
signature global city 81,0.8,sector 81,14652.0,2,2,2,4.0,Under Construction,flat,607.0,1,0,0,0,0,0,36
shapoorji pallonji joyville gurugram,1.8,sector 102,10638.0,3,3,3,1.0,Relatively New,flat,1531.0,0,0,0,0,0,0,141
dlf park place,5.75,sector 54,24688.0,3,4,3,12.0,Relatively New,flat,2329.07,0,1,0,0,0,1,174
mrg world ultimus,0.5,sector 90,6983.0,2,2,2,1.0,Under Construction,flat,796.0,0,0,0,0,0,0,21
vatika gurgaon,1.33,sector 83,5564.0,4,4,3,3.0,Relatively New,flat,2193.0,0,1,0,0,0,0,26
independent,8.9,sector 26,32963.0,4,4,3+,2.0,Old Property,house,2700.0,1,1,1,1,0,0,82
smart world gems,0.85,sector 89,7706.0,2,2,2,2.0,Under Construction,flat,1226.0,1,0,0,0,0,0,45
sare crescent parc,0.8,sector 92,4210.0,4,3,2,10.0,Relatively New,flat,1719.0,0,0,0,0,1,0,37
independent,1.0,sector 12,8230.0,3,7,3+,3.0,Moderately Old,house,3750.0,0,0,1,1,0,0,7
dlf the skycourt,1.6,sector 86,8294.0,3,3,3+,9.0,Relatively New,flat,1548.0,0,0,0,0,1,2,167
ss the leaf,1.1,sector 85,12471.0,2,2,3,12.0,Relatively New,flat,1173.0,1,0,0,0,0,0,75
m3m golfestate,7.0,sector 65,18181.0,3,3,2,12.0,Moderately Old,flat,4278.0,0,0,1,0,0,0,60
dlf regal gardens,1.75,sector 90,7900.0,4,4,3+,3.0,Relatively New,flat,2005.0,0,0,0,0,1,0,6
independent,0.89,sector 81,8128.0,1,1,0,1.0,Relatively New,house,1095.0,0,0,0,0,0,0,0
kendriya vihar,0.55,sector 56,9016.0,1,2,1,0.0,Old Property,flat,678.0,0,0,0,0,0,0,68
ss almeria,1.48,sector 84,7400.0,3,3,2,1.0,New Property,flat,1624.0,0,1,1,0,0,2,139
m3m woodshire,0.82,sector 107,6002.0,2,2,3+,7.0,Relatively New,flat,1236.0,0,0,0,0,0,0,111
dlf new town heights,2.47,sector 86,7719.0,4,4,3+,2.0,Moderately Old,house,2800.0,0,1,0,1,0,2,130
independent,3.5,sector 17,24306.0,2,6,3+,3.0,Old Property,house,1440.0,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,1.25,sector 102,9876.0,2,2,2,0.0,Relatively New,flat,1100.0,0,0,0,0,0,0,79
experion the heartsong,0.9,sector 108,7014.0,2,3,3,7.0,Relatively New,flat,1161.0,0,1,0,0,1,0,72
"ganpati apartment  2, laxman vihar phase 1",0.45,sector 4,4705.0,2,2,1,0.0,Relatively New,flat,944.0,0,0,0,0,0,0,46
tulip violet,1.66,sector 69,10134.0,3,3,2,0.0,Relatively New,flat,1482.0,0,0,0,0,0,0,157
mapsko mount ville,1.25,sector 79,8389.0,3,3,3,22.0,Relatively New,flat,1154.0,1,0,0,1,0,0,160
the penthouses at the hibiscus,8.5,sector 50,8500.0,4,4,3,9.0,Moderately Old,flat,11111.0,0,1,0,0,0,0,35
independent,2.6,sector 24,24074.0,4,4,3+,4.0,Relatively New,house,1080.0,1,0,1,1,0,1,0
breez global hill view,0.32,sohna road,5470.0,2,2,1,17.0,New Property,flat,1000.0,0,0,0,0,0,0,49
pooja apartment,0.25,sector 3 phase 3 extension,3571.0,2,2,2,2.0,Relatively New,flat,778.0,0,0,0,0,0,0,0
emaar digihomes,4.25,sector 110,26562.0,3,3,3,8.0,Under Construction,flat,1600.03,1,0,0,0,0,0,16
imperia the esfera,0.98,sector 37c,5399.0,3,4,3,9.0,Relatively New,flat,1660.0,0,1,0,0,1,0,49
experion the heartsong,1.65,sector 108,8237.0,3,4,3,3.0,Moderately Old,flat,1771.32,1,0,0,0,0,2,75
independent,0.55,sector 3,7333.0,1,1,0,1.0,Moderately Old,house,750.0,0,0,0,0,0,0,0
emaar digihomes,3.95,sector 62,15262.0,3,3,3,33.0,New Property,flat,2876.0,0,1,0,0,0,2,49
the lions cghs,2.05,sector 56,7884.0,4,4,3+,6.0,Relatively New,flat,2500.0,0,0,0,0,1,2,101
sare green parc phase 3,1.08,sector 92,5150.0,4,4,2,16.0,New Property,flat,1891.0,0,1,0,0,0,0,107
ramprastha primera,1.08,sector 37d,6000.0,3,3,3,9.0,Relatively New,flat,1700.0,0,0,0,0,0,0,158
krrish florence estate,1.3,sector 70,5600.0,3,3,3,17.0,Under Construction,flat,1865.0,0,0,0,0,0,2,61
dlf the ultima,3.45,sector 81,12356.0,4,4,3+,25.0,Moderately Old,flat,2527.0,0,1,0,0,0,0,67
shree vardhman flora,0.96,sector 90,5120.0,3,4,3,3.0,New Property,flat,1697.0,0,1,0,0,0,0,106
shapoorji pallonji joyville gurugram,1.75,sector 102,15514.0,3,3,3+,1.0,Relatively New,flat,1465.0,0,0,0,0,0,0,49
m3m sky lofts,1.0,sector 71,11500.0,1,1,1,9.0,Moderately Old,flat,869.0,0,0,0,0,0,0,77
ats kocoon,1.7,sector 109,12878.0,3,3,3,22.0,Relatively New,flat,1550.0,0,0,0,0,0,0,103
international city by sobha phase 1,5.7,sector 109,10556.0,4,5,3+,3.0,Relatively New,house,5400.0,1,1,1,1,0,0,160
city shri ram apartments 1,0.22,sector 110,3666.0,2,1,1,1.0,Relatively New,flat,543.0,0,0,0,0,0,0,0
